id,ISSN,CN,name1,name2,oldname,category1,category2,cIF,sIF,publishNO,downNO,citeNO,evaluation,organizer,location,frequency,language,format,postalcode,firstissue,status,jurl
10556,1671-6671,22-1290/F,长春金融高等专科学校学报,Journal of Changchun Finance College,长春金融专科学校学报,经济与管理科学,金融,0.64,0.286,2663,449571,5717,-,长春金融高等专科学校,吉林省长春市,双月,中文,大16开,-,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CCJR/detail'>Link</a>
10557,1002-3100,10-1373/F,物流科技,Logistics Sci-Tech,-,经济与管理科学,宏观经济管理与可持续发展,0.637,0.311,10971,3616578,61818,-,中国商业股份制企业经济联合会,北京市,半月,中文,大16开,14-81,1977,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/LTKJ/detail'>Link</a>
10558,1005-278X,12-1225/C,城市,City,-,经济与管理科学,宏观经济管理与可持续发展,0.633,0.29,5080,935412,15939,-,天津市住房和城乡建设发展服务中心;天津市城市科学研究会,天津市,月刊,中文,大16开,6-72,1988,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CSHI/detail'>Link</a>
10559,1672-4313,11-5007/T,项目管理技术,Project Management Technology,-,经济与管理科学,宏观经济管理与可持续发展,0.629,0.19,5457,1053441,35668,JST,机械工业信息研究院,北京市,月刊,中文,大16开,82-241,2003,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XMGJ/detail'>Link</a>
10560,1672-5956,37-1416/F,山东工商学院学报,Journal of Shandong Technology and Business University,中国煤炭经济学院学报,经济与管理科学,经济与管理综合,0.626,0.252,3640,837157,14603,-,山东工商学院,山东省烟台市,双月,中文,大16开,-,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/BXYX/detail'>Link</a>
10561,-,35-1021/F,经济资料译丛,Journal of Translation from Foreign Literature of Economics,-,经济与管理科学,经济与管理综合,0.621,0.276,1347,221126,2010,-,厦门大学经济学院,福建省厦门市,季刊,中文,16开,34-19,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JZYC/detail'>Link</a>
10562,1009-5810,11-4445/F,国际融资,International Financing,-,经济与管理科学,金融,0.609,0.13,6519,727209,6499,-,中国贸易报社,北京市,月刊,中文,大16开,2-707,2000,停刊,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GJRZ/detail'>Link</a>
10563,1674-5698,11-5811/T,标准科学,Standard Science,世界标准化与质量管理,经济与管理科学,宏观经济管理与可持续发展,0.607,0.479,8044,1118686,29446,JST,中国标准化研究院;中国标准化协会,北京市,月刊,中文,大16开,2-662,1964,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SJBZ/detail'>Link</a>
10564,1003-4471,11-1178/F,中国税务,China Taxation,-,经济与管理科学,财政与税收,0.599,0.074,18614,1073376,15342,-,中国税务杂志社,北京市,月刊,中文,大16开,80-291,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGSW/detail'>Link</a>
10565,2095-7238,37-1479/D,山东行政学院学报,Journal of Shandong Academy of Governance,山东行政学院.山东省经济管理干部学院学报;管理理论与实践,经济与管理科学,经济与管理综合,0.598,0.229,6299,1274662,19030,-,山东行政学院,山东省济南市,双月,中文,大16开,-,1989,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SDXB/detail'>Link</a>
10566,2096-6512,10-1388/F,中国市场监管研究,Research on China Market Regulation,中国工商管理研究,经济与管理科学,宏观经济管理与可持续发展,0.592,0.245,10279,1120939,20999,-,中国市场监督管理学会,北京市,月刊,中文,大16开,-,1992,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GOGY/detail'>Link</a>
10567,1671-8356,11-3329/F,金融会计,Financial Accounting,-,经济与管理科学,金融,0.591,0.27,6619,972012,17886,-,中国金融会计学会,北京市,月刊,中文,大16开,-,1993,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRKJ/detail'>Link</a>
10568,1009-8623,11-3392/F,全球科技经济瞭望,"Global Science,Technology and Economy Outlook",全球科技经济了望;国际科技交流,经济与管理科学,经济与管理综合,0.589,0.455,7962,540877,11075,-,中国科学技术信息研究所;科学技术文献出版社有限公司,北京市,月刊,中文,大16开,82-537,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QQKL/detail'>Link</a>
10569,1671-7252,11-4859/G4,北京农业职业学院学报,Journal of Beijing Vocational College of Agriculture,农村经济与管理;北京市农业管理干部学院学报,经济与管理科学,农业经济,0.588,0.382,3129,412357,9332,JST,北京农业职业学院,北京市,双月,中文,大16开,-,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/BNGB/detail'>Link</a>
10570,1004-9487,23-1146/F,金融理论与教学,Finance Theory and Teaching,哈尔滨金融高等专科学校学报,经济与管理科学,金融,0.585,0.218,3999,897312,10642,-,哈尔滨金融学院,黑龙江省哈尔滨市,双月,中文,大16开,-,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRJX/detail'>Link</a>
10571,1004-2768,14-1145/F,生产力研究,Productivity Research,-,经济与管理科学,经济理论及经济思想史,0.582,0.186,20195,5695226,133145,-,山西社会科学报刊社,山西省太原市,月刊,中文,16开,22-102,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SCLY/detail'>Link</a>
10572,1673-9973,61-1461/D,陕西行政学院学报,Journal of Shaanxi Academy of Governance,陕西省行政学院.陕西省经济管理干部学院学报,经济与管理科学,经济与管理综合,0.58,0.265,2947,657506,10120,-,陕西省行政学院,陕西省西安市,季刊,中文,大16开,-,1999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SXSX/detail'>Link</a>
10573,2096-3300,35-1333/G4,福建商学院学报,Journal of Fujian Business University,福建商业高等专科学校学报,经济与管理科学,经济与管理综合,0.578,0.225,3181,673144,8233,-,福建商学院,福建省福州市,双月,中文,大16开,-,1998,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/FJSY/detail'>Link</a>
10574,1007-9378,42-1430/F,当代经济,Contemporary Economics,湖北省经济管理干部学院学报;湖北经济管理,经济与管理科学,经济与管理综合,0.576,0.144,25949,5599456,89083,-,湖北第二师范学院,湖北省武汉市,月刊,中文,大16开,38-188,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DAJJ/detail'>Link</a>
10575,1004-0714,44-1032/F,特区经济,Special Zone Economy,-,经济与管理科学,经济体制改革,0.574,0.177,24651,7499018,104733,-,深圳市深投教育有限公司,广东省深圳市,月刊,中文,大16开,-,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/TAJJ/detail'>Link</a>
10576,1673-8594,11-5551/F,国际商务财会,Finance and Accounting for International Commerce,对外经贸财会,经济与管理科学,会计,0.569,0.072,10799,1527566,19203,-,中国对外经济贸易会计学会,北京市,半月,中文,大16开,80-289,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CWJC/detail'>Link</a>
10577,1007-4392,12-1309/F,华北金融,Huabei Finance,天津金融月刊;金融与市场,经济与管理科学,金融,0.569,0.18,9540,1028875,16261,-,中国人民银行天津分行,天津市,月刊,中文,大16开,-,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRSC/detail'>Link</a>
10578,1008-2697,44-1099/F,南方农村,South China Rural Area,-,经济与管理科学,农业经济,0.548,0.339,3716,478832,9251,-,广东省农村经济学会;广东科贸职业学院,广东省广州市,双月,中文,大16开,-,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NFNC/detail'>Link</a>
10579,1007-1199,41-1247/V,管理工程师,Management Engineer,连锁与特许;连锁特许,经济与管理科学,企业经济,0.546,0.162,5453,528496,4735,-,郑州航空工业管理学院,河南省郑州市,双月,中文,16开,36-157,1996,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GLGC/detail'>Link</a>
10580,1672-3309,22-1225/F,经济视角,Economic Vision,经济视角(上旬刊);经济视角(上);吉林计划管理,经济与管理科学,经济与管理综合,0.543,0.179,6901,725342,8808,-,吉林大学,吉林省长春市,双月,中文,大16开,12-358,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JLJH/detail'>Link</a>
10581,2095-5103,42-1837/C,领导科学论坛,The Forum of Leadership Science,领导科学论坛(理论),经济与管理科学,领导学与决策学,0.541,0.177,4359,879117,5955,-,湖北长江报刊传媒(集团)有限公司,湖北省武汉市,月刊,中文,大16开,38-405,1988,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/LDLT/detail'>Link</a>
10582,2096-0298,10-1337/F,中国商论,China Journal of Commerce,中国商贸,经济与管理科学,贸易经济,0.53,0.083,50576,14877047,152475,-,中国商业联合会,北京市,半月,中文,16开,82-970,1992,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGSM/detail'>Link</a>
10583,1672-2442,11-3104/F,工程经济,Engineering Economy,-,经济与管理科学,工业经济,0.526,0.152,3008,339615,6826,-,中国建设工程造价管理协会建行委员会,北京市,月刊,中文,大16开,-,1991,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GCZZ/detail'>Link</a>
10584,1006-6373,13-1175/F,河北金融,Hebei Finance,-,经济与管理科学,金融,0.526,0.147,9643,1017648,11674,-,河北省金融学会,河北省石家庄市,月刊,中文,大16开,-,1993,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HBJR/detail'>Link</a>
10585,1006-7531,11-3655/D,中华商标,China Trademark,-,经济与管理科学,贸易经济,0.523,0.105,9226,901063,16477,-,中华商标协会,北京市,月刊,中文,大16开,82-49,1995,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/AHON/detail'>Link</a>
10586,1674-2923,11-5679/F,北京财贸职业学院学报,Journal of Beijing College of Finance and Commerce,首都财贸;北京市财贸管理干部学院学报,经济与管理科学,经济与管理综合,0.521,0.302,2229,357065,6238,-,北京财贸职业学院,北京市,季刊,中文,16开,-,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SDCM/detail'>Link</a>
10587,1002-2740,35-1129/F,福建金融,Fujian Finance,福建金融研究,经济与管理科学,金融,0.519,0.132,11809,974616,13926,-,福建省金融学会,福建省福州市,月刊,中文,大16开,-,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/FJJR/detail'>Link</a>
10588,2095-5871,15-1365/F,内蒙古财经大学学报,Journal of Inner Mongolia University of Finance and Economics,内蒙古经济管理干部学院学报;内蒙古财经学院学报(综合版),经济与管理科学,经济与管理综合,0.515,0.217,4121,868795,12377,-,内蒙古财经大学,内蒙古自治区呼和浩特市,双月,中文,大16开,-,2003,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NMCJ/detail'>Link</a>
10589,1009-3109,22-1073/F,吉林金融研究,Journal of Jilin Financial Research,-,经济与管理科学,金融,0.514,0.155,3983,539722,7682,-,中国人民银行长春中心支行,吉林省长春市,月刊,中文,16开,-,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JLJR/detail'>Link</a>
10590,2095-7955,42-1860/F,武汉商学院学报,Journal of Wuhan Business University,武汉市经济管理干部学院学报;武汉商业服务学院学报;经济管理理论与实践&市场经济管理,经济与管理科学,经济与管理综合,0.513,0.171,3275,587758,8028,-,武汉商学院,湖北省武汉市,双月,中文,大16开,-,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/WHJG/detail'>Link</a>
10591,1007-9777,11-3876/F,中国经贸导刊(中),China Economic & Trade Herald,中国经贸导刊(理论版),经济与管理科学,经济与管理综合,0.511,0.137,3007,1250028,6630,-,国家发展和改革委员会中国经贸导刊杂志社,北京市,月刊,中文,大16开,2-864,1984,停刊,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JMDL/detail'>Link</a>
10592,2096-0565,10-1341/F,开发性金融研究,Development Finance Research,-,经济与管理科学,金融,0.509,0.224,515,163088,1488,-,国家开发银行;中国金融出版社有限公司,北京市,双月,中文,16开,-,2015,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KFJR/detail'>Link</a>
10593,1673-1360,43-1434/F,保险职业学院学报,Journal of Insurance Professional College,中国保险管理干部学院学报,经济与管理科学,保险,0.498,0.106,3866,745908,11063,-,保险职业学院,湖南省长沙市,双月,中文,大16开,-,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZBXG/detail'>Link</a>
10594,1009-4512,62-1157/F,甘肃金融,Gansu Finance,甘肃金融研究,经济与管理科学,金融,0.497,0.109,8524,872480,12231,-,甘肃省金融学会,甘肃省兰州市,月刊,中文,大16开,-,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GSJR/detail'>Link</a>
10595,2095-8560,10-1719/F,数字经济,Digital Economy,互联网经济,经济与管理科学,信息经济与邮政经济,0.496,0.184,1531,383135,2980,-,中国电子信息产业发展研究院;赛迪工业和信息化研究院（集团）有限公司,北京市,月刊,中文,16开,-,2014,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HLWA/detail'>Link</a>
10596,1001-9138,12-1006/F,中国房地产,China Real Estate,-,经济与管理科学,宏观经济管理与可持续发展,0.495,0.104,15594,2202841,41632,-,天津出版总社,天津市,旬刊,中文,大16开,-,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GFCD/detail'>Link</a>
10597,1674-0017,61-1462/F,西部金融,West China Finance,西安金融;陕西金融,经济与管理科学,金融,0.494,0.161,13018,1185483,20969,-,中国人民银行西安分行,陕西省西安市,月刊,中文,大16开,-,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XAJR/detail'>Link</a>
10598,1007-0753,43-1156/F,金融经济,Finance Economy,湖南省金融研究,经济与管理科学,金融,0.489,0.097,27708,4830619,67018,-,湖南省金融学会,湖南省长沙市,月刊,中文,大16开,42-195,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRJJ/detail'>Link</a>
10599,1006-8570,12-1255/F,天津经济,Tianjin Economy,-,经济与管理科学,经济体制改革,0.486,0.093,6791,728632,8832,-,天津市经济发展研究院;天津市宏观经济学会,天津市,月刊,中文,大16开,-,1995,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/TIAN/detail'>Link</a>
10600,1674-8875,65-1282/F,金融发展评论,Financial Development Review,-,经济与管理科学,金融,0.485,0.17,2198,577701,10336,-,中国金融学会;新疆金融学会,北京市,月刊,中文,16开,-,2010,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JRFP/detail'>Link</a>
10601,1674-5434,31-2022/F,新会计,Modern Accounting,-,经济与管理科学,会计,0.484,0.109,3986,829418,12673,-,上海科技教育出版社有限公司,上海市,月刊,中文,16开,4-835,2009,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XKJI/detail'>Link</a>
