id,ISSN,CN,name1,name2,oldname,category1,category2,cIF,sIF,publishNO,downNO,citeNO,evaluation,organizer,location,frequency,language,format,postalcode,firstissue,status,jurl
502,1007-7405,35-1186/N,集美大学学报(自然科学版),Journal of Jimei University(Natural Science),厦门水产学院学报,基础科学,基础科学综合,0.479,0.314,2442,353339,11901,CA/Pж(AJ),集美大学,福建省厦门市,双月,中文,大16开,-,1996,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JMXZ/detail'>Link</a>
503,1001-5051,33-1291/N,浙江师范大学学报(自然科学版),Journal of Zhejiang Normal University(Natural Sciences),浙江师大学报(自然科学版),基础科学,基础科学综合,0.479,0.299,3198,491573,14326,CA/JST/Pж(AJ),浙江师范大学,浙江省金华市,季刊,中文,大16开,-,1960,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZJSZ/detail'>Link</a>
504,1001-4217,44-1059/N,汕头大学学报(自然科学版),Journal of Shantou University(Natural Science Edition),-,基础科学,基础科学综合,0.478,0.358,1515,205310,5513,-,汕头大学,广东省汕头市,季刊,中文,16开,46-17,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/STDX/detail'>Link</a>
505,1672-7010,43-1429/N,邵阳学院学报(自然科学版),Journal of Shaoyang University(Natural Science Edition),-,基础科学,基础科学综合,0.477,0.347,1909,349641,5487,-,邵阳学院,湖南省邵阳市,双月,中文,-,-,2004,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SYXZ/detail'>Link</a>
506,1001-8662,44-1266/P,华南地震,South China Journal of Seismology,-,基础科学,地球物理学；地质学,0.474,0.422,2954,228951,10346,JST,广东省地震局,广东省广州市,季刊,中文,16开,-,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HNDI/detail'>Link</a>
507,1000-0542,32-1127/O4,物理学进展,Progress in Physics,-,基础科学,物理学,0.474,0.316,899,435191,16682,核心期刊/JST/CSCD扩展版/WJCI,中国物理学会,江苏省南京市,双月,中文,16开,28-55,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/WLXJ/detail'>Link</a>
508,1000-5137,31-1416/N,上海师范大学学报(自然科学版),Journal of Shanghai Normal University(Natural Sciences),上海师范学院学报自然科学版),基础科学,基础科学综合,0.473,0.303,3137,472783,14202,-,上海师范大学,上海市,双月,中文,大16开,4-655,1958,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SHDZ/detail'>Link</a>
509,1009-2412,11-4427/G3,中国基础科学,China Basic Science,-,基础科学,基础科学综合,0.471,0.244,2302,479818,12048,JST,科学技术部高技术研究发展中心,北京市,双月,中文,大16开,2-933,1999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGJB/detail'>Link</a>
510,2096-1642,10-1384/O3,气体物理,Physics of Gases,-,工程科技2；基础科学,力学；航空航天科学与工程,0.469,0.42,316,39685,559,-,中国航天空气动力技术研究院;中国宇航学会;中国宇航出版有限责任公司,北京市,双月,中文,大16开,-,2016,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QTWL/detail'>Link</a>
511,1004-1184,61-1096/TV,地下水,Ground Water,-,基础科学,地质学,0.468,0.385,10429,1177343,32071,-,陕西省水工程勘察规划研究院;全国地下水信息网;陕西省水利学会,陕西省西安市,双月,中文,大16开,-,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DXSU/detail'>Link</a>
512,1001-5663,45-1174/TD,矿产与地质,Mineral Resources and Geology,-,工程科技1；基础科学,地质学；矿业工程,0.465,0.431,4806,617028,28168,-,中国有色桂林矿产地质研究院有限公司,广西壮族自治区桂林市,双月,中文,大16开,48-65,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/KCYD/detail'>Link</a>
513,1001-8735,15-1049/N,内蒙古师范大学学报(自然科学汉文版),Journal of Inner Mongolia Normal University(Natural Science Edition),内蒙古师院学报;内蒙古师大学报(自然科学汉文版),基础科学,基础科学综合,0.463,0.255,4406,573393,15955,CA/Pж(AJ),内蒙古师范大学,内蒙古自治区呼和浩特市,双月,中文,大16开,16-17,1959,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NMSB/detail'>Link</a>
514,1674-4519,11-5695/P,Earthquake Science,地震学报(英文版),地震学报(英文版);Acta Seismologica Sinica,基础科学,地球物理学；地质学,0.46,0.42,2003,54373,3473,JST/WJCI,中国地震学会,北京市,双月,英文,16开,-,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DZXY/detail'>Link</a>
515,1672-5603,43-1407/P,国土资源导刊,Land & Resources Herald,湖南地质,经济与管理科学；基础科学,资源科学；农业经济,0.458,0.289,4770,404231,7545,-,湖南省地质科学研究院,湖南省长沙市,季刊,中文,大16开,-,2004,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GTDK/detail'>Link</a>
516,1001-7011,23-1181/N,黑龙江大学自然科学学报,Journal of Natural Science of Heilongjiang University,黑龙江大学学报(自然科学版),基础科学,基础科学综合,0.455,0.327,4887,618601,16714,CA/JST,黑龙江大学,黑龙江省哈尔滨市,双月,中文,大16开,14-114,1978,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HLDZ/detail'>Link</a>
517,2096-4617,54-1065/N,高原科学研究,Plateau Science Research,-,基础科学,基础科学综合,0.449,0.323,326,46451,419,CSCD扩展版/WJCI,西藏大学,西藏自治区 拉萨市,季刊,中文,大16开,-,2017,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/PTSR/detail'>Link</a>
518,1007-824X,32-1472/N,扬州大学学报(自然科学版),Journal of Yangzhou University(Natural Science Edition),扬州师院学报(自然科学版),基础科学,基础科学综合,0.448,0.336,2653,301561,10566,核心期刊/CA/INSPEC/Pж(AJ),扬州大学,江苏省扬州市,双月,中文,大16开,28-48,1974,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YZDZ/detail'>Link</a>
519,1007-4260,34-1328/N,安庆师范大学学报(自然科学版),Journal of Anqing Normal University(Natural Science Edition),安庆师范学院学报(自然科学版),基础科学,基础科学综合,0.438,0.292,4383,760984,11555,-,安庆师范大学,安徽省安庆市,季刊,中文,大16开,26-142,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/AQSX/detail'>Link</a>
520,0465-7942,12-1105/N,南开大学学报(自然科学版),Acta Scientiarum Naturalium Universitatis Nankaiensis,-,基础科学,基础科学综合,0.438,0.333,3105,488395,16355,核心期刊/CA/JST/Pж(AJ)/CSCD扩展版,南开大学,天津市,双月,中文,大16开,6-174,1955,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NKDZ/detail'>Link</a>
521,1000-2375,42-1212/N,湖北大学学报(自然科学版),Journal of Hubei University(Natural Science),武汉师院学报(自然科学版),基础科学,基础科学综合,0.434,0.27,3915,595154,16890,CA,湖北大学,湖北省武汉市,双月,中文,大16开,38-45,1975,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HDZK/detail'>Link</a>
522,0253-2328,64-1006/N,宁夏大学学报(自然科学版),Journal of Ningxia University(Natural Science Edition),-,基础科学,基础科学综合,0.433,0.227,3672,448284,13508,CA,宁夏大学,宁夏回族自治区银川市,季刊,中文,大16开,74-7,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NXDZ/detail'>Link</a>
523,2096-5508,37-1518/P,Journal of Oceanology and Limnology,海洋湖沼学报(英文),中国海洋湖沼学报(英文版);Chinese Journal of Oceanology and Limnology,基础科学,海洋学,0.432,0.373,3580,138869,11100,CA/INSPEC/SCI/JST/Pж(AJ)/CSCD/WJCI,中国海洋湖沼学会,山东省青岛市,双月,英文,大16开,-,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HYFW/detail'>Link</a>
524,1004-311X,23-1319/Q,生物技术,Biotechnology,生物与特产,基础科学,生物学,0.432,0.32,4402,1163163,41345,CA/JST,黑龙江省科学院应用微生物研究所,黑龙江省哈尔滨市,双月,中文,大16开,14-225,1991,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SWJS/detail'>Link</a>
525,1005-586X,63-1029/P,高原地震,Plateau Earthquake Research,-,基础科学,地球物理学；地质学,0.431,0.363,1573,102153,3757,-,青海省地震局;西藏自治区地震局,青海省西宁市,季刊,中文,16开,-,1989,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GYDZ/detail'>Link</a>
526,1000-1638,15-1052/N,内蒙古大学学报(自然科学版),Journal of Inner Mongolia University(Natural Science Edition),-,基础科学,基础科学综合,0.431,0.315,4918,616796,24784,核心期刊/CA/Pж(AJ),内蒙古大学,内蒙古自治区呼和浩特市,双月,中文,大16开,16-67,1959,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NMGX/detail'>Link</a>
527,1001-5337,37-1154/N,曲阜师范大学学报(自然科学版),Journal of Qufu Normal University(Natural Science),破与立&曲阜师院学报,基础科学,基础科学综合,0.429,0.275,5049,588879,13121,CA/Pж(AJ),曲阜师范大学,山东省曲阜市,季刊,中文,大16开,24-128,1964,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QFSF/detail'>Link</a>
528,2096-0077,61-1500/TE,石油管材与仪器,Petroleum Tubular Goods & Instruments,石油仪器,工程科技1；基础科学,地球物理学；石油天然气工业,0.429,0.361,5151,503656,15323,-,中国石油天然气集团公司管材研究所,陕西省西安市,双月,中文,大16开,-,1987,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SYYQ/detail'>Link</a>
529,1001-4500,31-1546/TE,中国海洋平台,China Offshore Platform,-,工程科技1；基础科学,海洋学；石油天然气工业,0.422,0.378,3117,450609,16807,-,中国船舶工业集团公司第十一研究所,上海市,双月,中文,大16开,-,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZGHY/detail'>Link</a>
530,0254-3079,11-2040/O1,应用数学学报,Acta Mathematicae Applicatae Sinica,-,基础科学,数学,0.421,0.368,3541,367494,25080,核心期刊/JST/CSCD/WJCI,中国数学会;中国科学院数学与系统科学研究院,北京市,双月,中文,16开,2-822,1976,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YYSU/detail'>Link</a>
531,1672-1454,34-1221/O1,大学数学,College Mathematics,工科数学,基础科学,数学,0.416,0.375,7100,1294600,20654,JST,教育部高校数学与统计学教学指导委员会;合肥工业大学,安徽省合肥市,双月,中文,大16开,-,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GKSX/detail'>Link</a>
532,1003-6180,23-1289/N,牡丹江师范学院学报(自然科学版),Journal of Mudanjiang Normal University(Natural Sciences Edition),-,基础科学,基础科学综合,0.416,0.298,3372,474988,8660,JST,牡丹江师范学院,黑龙江省牡丹江市,季刊,中文,16开,-,1975,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/MDJZ/detail'>Link</a>
533,1001-8395,51-1295/N,四川师范大学学报(自然科学版),Journal of Sichuan Normal University(Natural Science),四川师范学院学报(自然科学版),基础科学,基础科学综合,0.415,0.314,6381,672289,23210,CA/JST/Pж(AJ),四川师范大学,四川省成都市,双月,中文,大16开,-,1978,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SCSD/detail'>Link</a>
534,1000-5617,23-1190/N,哈尔滨师范大学自然科学学报,Natural Science Journal of Harbin Normal University,哈尔滨师范学院学报(自然科学版),基础科学,基础科学综合,0.414,0.237,5131,728913,16604,CA,哈尔滨师范大学,黑龙江省哈尔滨市,双月,中文,大16开,14-180,1963,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HEBY/detail'>Link</a>
535,1006-0995,51-1273/P,四川地质学报,Acta Geologica Sichuan,-,基础科学,地质学,0.414,0.324,4304,507545,16392,-,四川省地质学会,四川省成都市,季刊,中文,大16开,-,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SCDB/detail'>Link</a>
536,2095-3836,10-1041/P,Journal of Palaeogeography,古地理学报(英文版),-,基础科学,地质学,0.411,0.375,369,13434,780,SCI/JST/Pж(AJ)/CSCD/WJCI/卓越期刊,中国石油大学(北京);科学出版社,北京市,季刊,英文,大16开,-,2012,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GUDL/detail'>Link</a>
537,1674-3792,61-1275/P,测绘标准化,Standardization of Surveying and Mapping,-,基础科学,自然地理学和测绘学,0.409,0.336,1149,138485,2665,-,自然资源部测绘标准化研究所,陕西省西安市,季刊,中文,16开,-,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CHBC/detail'>Link</a>
538,2095-2481,35-1311/N,宁德师范学院学报(自然科学版),Journal of Ningde Normal University(Natural Science),宁德师专学报(自然科学版),基础科学,基础科学综合,0.405,0.278,3256,428430,7465,-,宁德师范学院,福建省宁德市,季刊,中文,大16开,-,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NDSX/detail'>Link</a>
539,1672-9803,12-1371/TE,录井工程,Mud Logging Engineering,录井技术通讯;录井技术,工程科技1；基础科学,地质学；石油天然气工业,0.403,0.372,2481,266072,8922,JST,中国石油集团渤海钻探工程有限公司;中国石油天然气股份有限公司大港油田分公司,天津市,季刊,中文,大16开,-,1988,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/LJGZ/detail'>Link</a>
540,1672-5182,37-1415/P,Journal of Ocean University of China,中国海洋大学学报(英文版),Journal of Ocean University of Qingdao,基础科学,海洋学,0.402,0.305,2060,69914,5000,CA/SCI/JST/Pж(AJ)/CSCD/WJCI,中国海洋大学,山东省青岛市,双月,英文,大16开,-,2002,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QDHB/detail'>Link</a>
541,1007-4627,62-1131/O4,原子核物理评论,Nuclear Physics Review,核物理动态,基础科学,物理学,0.399,0.365,3204,254029,7203,核心期刊/CA/JST/CSCD/WJCI,中国科学院近代物理研究所;中国核物理学会,甘肃省兰州市,季刊,中文,大16开,-,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HWDT/detail'>Link</a>
542,1009-2102,62-1188/N,西北民族大学学报(自然科学版),Journal of Northwest Minzu University(Natural Science Edition),西北民族学院学报(自然科学版),基础科学,基础科学综合,0.394,0.296,2626,372253,8579,-,西北民族大学,甘肃省兰州市,季刊,中文,大16开,-,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XMXB/detail'>Link</a>
543,1674-8565,21-1573/P,防灾减灾学报,Journal of Disaster Prevention and Reduction,东北地震研究,基础科学,地球物理学；地质学,0.393,0.321,2248,144441,5523,JST,辽宁省地震局;中国灾害防御协会,辽宁省沈阳市,季刊,中文,16开,-,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DDYJ/detail'>Link</a>
544,2096-3149,42-1891/N,湖北师范大学学报(自然科学版),Journal of Hubei Normal University(Natural Science),湖北师范学院学报(自然科学版);湖北师范学院学报,基础科学,基础科学综合,0.393,0.238,3405,530284,9681,-,湖北师范大学,湖北省黄石市,季刊,中文,大16开,38-126,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HBSF/detail'>Link</a>
545,1008-9659,65-1183/N,新疆师范大学学报(自然科学版),Journal of Xinjiang Normal University(Natural Sciences Edition),-,基础科学,基础科学综合,0.391,0.297,2652,470758,10322,JST,新疆师范大学,新疆维吾尔自治区乌鲁木齐市,半年,中文,大16开,58-154,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XJSZ/detail'>Link</a>
546,1001-4268,31-1256/O1,应用概率统计,Chinese Journal of Applied Probability and Statistics,-,基础科学,数学,0.389,0.263,2349,260449,13149,核心期刊/JST/CSCD扩展版,中国数学会概率统计学会,上海市,双月,中文;英文,16开,4-414,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YYGN/detail'>Link</a>
547,1009-282X,11-4410/TD,地质装备,Equipment for Geotechnical Engineering,-,基础科学,地质学,0.388,0.302,2665,181065,3327,-,中国地质装备集团有限公司;北京卓众出版有限公司;北京探矿工程研究所,北京市,双月,中文,大16开,80-193,2000,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/DZZB/detail'>Link</a>
548,2096-7780,10-1665/P,地震科学进展,Progress in Earthquake Sciences,国际地震动态,基础科学,地球物理学；地质学,0.387,0.331,8752,540061,13852,-,中国地震学会;中国地震局地球物理研究所,北京市,月刊,中文,16开,-,1971,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GJZT/detail'>Link</a>
549,1009-0002,11-4226/Q,生物技术通讯,Letters in Biotechnology,-,基础科学,生物学,0.385,0.294,4941,1368846,31646,CA,军事医学科学院生物工程研究所,北京市,双月,中文,16开,82-196,1989,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SWTX/detail'>Link</a>
550,2096-9899,10-1715/Q,古脊椎动物学报(中英文）,Vertebrata Palasiatica,古脊椎动物与古人类;古脊椎动物学报,基础科学,地质学；生物学,0.381,0.31,2305,208000,17832,核心期刊/JST/CSCD/WJCI,中国科学院古脊椎动物与古人类研究所,北京市,季刊,中文,16开,2-569,1957,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GJZD/detail'>Link</a>
551,1674-5019,51-1711/P,测绘,Surveying and Mapping,四川测绘;测绘科技动态,基础科学,自然地理学和测绘学,0.38,0.295,1889,259611,7986,-,四川省测绘地理信息学会,四川省成都市,双月,中文,大16开,-,1978,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SCCH/detail'>Link</a>
552,1000-5854,13-1061/N,河北师范大学学报(自然科学版),Journal of Hebei Normal University(Natural Science),-,基础科学,基础科学综合,0.38,0.291,5303,741757,19371,CA,河北师范大学,河北省石家庄市,双月,中文,大16开,18-201,1956,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HBSZ/detail'>Link</a>
553,1007-1261,61-1290/N,宝鸡文理学院学报(自然科学版),Journal of Baoji University of Arts and Sciences(Natural Science Edition),宝鸡师范学院学报,基础科学,基础科学综合,0.377,0.298,2569,401925,6911,CA/Pж(AJ),宝鸡文理学院,陕西省宝鸡市,季刊,中文,大16开,-,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/BJWX/detail'>Link</a>
554,1478-9906,10-1192/N,Journal of Systems Science and Information,系统科学与信息学报(英文版),-,信息科技；基础科学,非线性科学与系统科学；计算机软件及计算机应用,0.377,0.234,213,7098,211,JST/CSCD/WJCI,中国系统工程学会;中国科技出版传媒股份有限公司,北京市,双月,英文,16开,-,2013,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/JSSI/detail'>Link</a>
555,1000-3266,11-2124/TP,数值计算与计算机应用,Journal on Numerical Methods and Computer Applications,-,信息科技；基础科学,数学；计算机软件及计算机应用,0.375,0.25,1470,180309,6964,JST,中国科学院数学与系统科学研究院,北京市,季刊,中文,16开,2-413,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SZJS/detail'>Link</a>
556,1004-5953,33-1281/P,浙江气象,Journal of Zhejiang Meteorology,浙江气象科技,基础科学,气象学,0.373,0.307,2835,155457,4152,-,浙江省气象局;浙江省气象学会,浙江省杭州市,季刊,中文,16开,-,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZJQX/detail'>Link</a>
557,1674-3822,62-1201/P,Sciences in Cold and Arid Regions,寒旱区科学(英文),-,基础科学,自然地理学和测绘学,0.37,0.304,866,28266,1634,JST/CSCD/WJCI,中国科学院寒区旱区环境与工程研究所,甘肃省兰州市,双月,英文,大16开,54-185,2008,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HAQK/detail'>Link</a>
558,1007-0834,41-1246/G4,河南教育学院学报(自然科学版),Journal of Henan Institute of Education(Natural Science Edition),河南教育学院学刊,基础科学,基础科学综合,0.369,0.244,2955,513929,9151,JST,河南教育学院,河南省郑州市,季刊,中文,16开,-,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HLKB/detail'>Link</a>
559,1000-9620,12-1271/N,Marine Science Bulletin,海洋通报(英文版),海洋通报(英文版),基础科学,海洋学,0.357,0.286,419,40040,1112,-,国家海洋信息中心,天津市,半年,英文,16开,-,1999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/HYTY/detail'>Link</a>
560,1006-7302,44-1410/N,五邑大学学报(自然科学版),Journal of Wuyi University(Natural Science Edition),-,基础科学,基础科学综合,0.356,0.198,1861,224800,5418,CA,五邑大学,广东省江门市,季刊,中文,大16开,-,1994,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/WYDW/detail'>Link</a>
561,0006-3193,11-2042/Q,生物学通报,Bulletin of Biology,-,基础科学,生物学,0.355,0.093,17841,3383299,64298,CA,中国植物学会;中国动物学会;北京师范大学,北京市,月刊,中文,16开,2-506,1952,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SWXT/detail'>Link</a>
562,1672-5298,43-1421/N,湖南理工学院学报(自然科学版),Journal of Hunan Institute of Science and Technology(Natural Sciences),岳阳师范学院学报(自然科学版);岳阳大学学报,基础科学,基础科学综合,0.351,0.216,2645,397988,7265,CA,湖南理工学院,湖南省岳阳市,季刊,中文,大16开,42-217,1988,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YYSF/detail'>Link</a>
563,1001-7542,63-1017/N,青海师范大学学报(自然科学版),Journal of Qinghai Normal University(Natural Science),-,基础科学,基础科学综合,0.348,0.241,3017,429760,11136,-,青海师范大学,青海省西宁市,季刊,中文,大16开,56-16,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QHSD/detail'>Link</a>
564,1674-9847,42-1806/P,Geodesy and Geodynamics,大地测量与地球动力学(英文版),-,基础科学,地球物理学；自然地理学和测绘学,0.347,0.237,637,12142,1186,INSPEC/Pж(AJ)/CSCD/WJCI/卓越期刊,中国地震局地震研究所,湖北省武汉市,双月,英文,大16开,38-523,2010,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GEDS/detail'>Link</a>
565,1004-3756,11-2983/N,Journal of Systems Science and Systems Engineering,系统科学与系统工程学报(英文版),系统科学与系统工程学报(英文版),基础科学,非线性科学与系统科学,0.346,0.185,1145,65694,3789,INSPEC/SCI/JST/Pж(AJ)/EI/CSCD/WJCI,中国系统工程学会,北京市,双月,英文,16开,-,1992,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/XTGY/detail'>Link</a>
566,2095-6223,61-1491/O4,现代应用物理,Modern Applied Physics,-,基础科学,物理学,0.345,0.293,604,57620,1050,-,西北核技术研究所;国防工业出版社,陕西省西安市,季刊,中文,大16开,-,2010,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YYWL/detail'>Link</a>
567,1004-4353,22-1191/N,延边大学学报(自然科学版),Journal of Yanbian University(Natural Science Edition),延边大学理工学报,基础科学,基础科学综合,0.345,0.31,2344,279079,7163,CA,延边大学,吉林省延吉市,季刊,中文,大16开,12-34,1962,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YBDZ/detail'>Link</a>
568,1001-9847,42-1184/O1,应用数学,Mathematica Applicata,模糊数学,基础科学,数学,0.344,0.307,4285,333470,13089,核心期刊/JST/CSCD扩展版/WJCI,华中科技大学,湖北省武汉市,季刊,中文;英文,16开,38-61,1988,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YISU/detail'>Link</a>
569,1004-6429,14-1169/N,山西科技,Shanxi Science and Technology,山西科技研讨,基础科学,基础科学综合,0.343,0.197,8002,914843,18821,-,山西省生物研究所;山西省科学技术情报研究所,山西省太原市,双月,中文,大16开,22-108,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SXKJ/detail'>Link</a>
570,1006-8945,12-1203/N,天津科技,Tianjin Science & Technology,-,基础科学,基础科学综合,0.343,0.219,7689,814457,12088,-,天津市科学技术信息研究所,天津市,月刊,中文,大16开,18-204,1992,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/TJKJ/detail'>Link</a>
571,1673-9639,52-1146/G4,铜仁学院学报,Journal of Tongren University,铜仁师专学报;铜仁师范高等专科学校学报,社会科学2；基础科学,基础科学综合；教育综合,0.343,0.184,4555,757063,7903,-,铜仁学院,贵州省铜仁市,双月,中文,大16开,-,1999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/TRSF/detail'>Link</a>
572,1005-3085,61-1269/O1,工程数学学报,Chinese Journal of Engineering Mathematics,-,基础科学,数学,0.342,0.267,4114,541796,20551,核心期刊/JST/Pж(AJ)/CSCD/WJCI,西安交通大学,陕西省西安市,双月,中文,16开,-,1984,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GCSX/detail'>Link</a>
573,2095-3070,37-1485/O1,数学建模及其应用,Mathematical Modeling and Its Applications,-,基础科学,数学,0.342,0.247,582,414433,1522,-,山东科技大学,山东省青岛市,季刊,中文,16开,-,2012,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QXYY/detail'>Link</a>
574,1673-999X,65-1263/N,伊犁师范学院学报(自然科学版),Journal of Yili Normal University(Natural Science Edition),-,基础科学,基础科学综合,0.333,0.258,1239,177133,2515,-,伊犁师范学院,新疆维吾尔自治区伊宁市,季刊,中文,大16开,-,2007,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/YLZK/detail'>Link</a>
575,2095-7122,35-1323/N,闽南师范大学学报(自然科学版),Journal of Minnan Normal University(Natural Science),漳州师院学报;漳州师范学院学报(自然科学版),基础科学,基础科学综合,0.331,0.196,2633,396209,8463,-,闽南师范大学,福建省漳州市,季刊,中文,大16开,-,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/ZSXZ/detail'>Link</a>
576,1000-4424,33-1110/O,高校应用数学学报A辑,Applied Mathematics A Journal of Chinese Universities(Ser.A),高校应用数学学报A辑(中文版),基础科学,数学,0.33,0.3,2371,203183,11572,核心期刊/JST/WJCI,浙江大学;中国工业与应用数学学会,浙江省杭州市,季刊,中文,16开,-,1986,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GXYZ/detail'>Link</a>
577,1007-1202,42-1405/N,Wuhan University Journal of Natural Sciences,武汉大学学报(自然科学英文版),武汉大学学报(自然科学版.英文版),基础科学,基础科学综合,0.327,0.197,3290,106740,5088,CA/JST/Pж(AJ)/CSCD/WJCI,武汉大学,湖北省武汉市,双月,英文,大16开,-,1996,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/WHDZ/detail'>Link</a>
578,2096-9120,42-1909/TS,宝石和宝石学杂志(中英文),Journal of Gems & Gemmology,宝石和宝石学杂志,基础科学,地质学,0.321,0.083,3485,625466,9968,CA,中国地质大学(武汉),湖北省武汉市,双月,中文;英文,大16开,-,1999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/BSHB/detail'>Link</a>
579,1673-260X,15-1343/N,赤峰学院学报(自然科学版),Journal of Chifeng University(Natural Science Edition),赤峰教育学院学报,基础科学,基础科学综合,0.321,0.198,25867,4037892,60857,-,赤峰学院,内蒙古自治区赤峰市,月刊,中文,16开,-,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/CFXB/detail'>Link</a>
580,1004-8979,32-1348/O1,"Numerical Mathematics(Theory,Methods and Applications)",高等学校计算数学学报(英文版),高等学校计算数学学报(英文版);Numerical Mathematics:A Journal of Chinese Universities(English Series);Numerical Mathematics:A Journal of Chinese Universities,基础科学,数学,0.32,0.28,539,18528,1008,SCI/JST/CSCD/WJCI/卓越期刊,国家教育部,江苏省南京市,季刊,英文,16开,-,1991,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GDXB/detail'>Link</a>
